Прізвище,Ім’я,По-батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Артимович,Онисим,Іванович,Чоловіча,1990-06-21,Математик,селище Білгород-Дністровський,"сквер Кримський, буд. 07 кв. 631, Бобровиця, 43739",627 58 03,makar55@example.net
Кащенко,Лукʼян,Юрійович,Чоловіча,1987-09-19,Мірошник,село Мостиська,"шосе Нечипуренка, буд. 8 кв. 982, Ізяслав, 55283",041 566-18-03,iaroslavadatsiuk@example.net
Демʼянюк,Ярема,Володимирович,Чоловіча,1962-09-02,Архітектор,хутір Славутич,"сквер Осипова, буд. 3, Заліщики, 08949",952-90-63,bneporozhnii@example.net
Кармалюк,Симон,Анатолійович,Чоловіча,1973-09-05,Промисловець,хутір Вознесенськ,"узвіз Солонцюватий, буд. 1, Щолкіне, 65189",+380 81 559 90 64,bohuslava48@example.org
Конопленко,Леопольд,Павлович,Чоловіча,1973-05-12,Акушер,селище Боково-Хрустальне,"проспект Братів Поджіо, буд. 409, Івано-Франківськ, 82519",+380 28 874-47-36,rubansnizhana@example.net
Вдовенко,Олег,Володимирович,Чоловіча,1975-04-04,Етнограф,село Новогродівка,"парк Віри Фігнер, буд. 88 кв. 87, Молодогвардійськ, 98216",847-02-60,ruslanmykhaliuk@example.net
Макаренко,Кирило,Анатолійович,Чоловіча,1995-08-20,Географ,хутір Сіверськ,"провулок Шоста, буд. 274 кв. 008, Сєвєродонецьк, 43852",+380 05 702 60 40,oles39@example.net
Воблий,Альберт,Михайлович,Чоловіча,1992-06-05,Лікар,село Оріхів,"узвіз Анни Ахматової, буд. 80 кв. 5, Рубіжне, 94738",013-25-05,iaryna33@example.net
Данченко,Віктор,Сергійович,Чоловіча,1950-05-08,Історик,місто Зимогір'я,"вулиця 8-ма Лінія 6-й ст. Люстдорфської дороги, буд. 93, Чуднів, 19426",+380 17 614 34 35,iefremhaidabura@example.org
Дергач,Орхип,Юрійович,Чоловіча,1998-12-14,Літературознавець,селище Монастириська,"узвіз Центральна, буд. 80, Жашків, 65956",870-64-85,halyna78@example.org
Данилюк,Болеслав,Анатолійович,Чоловіча,1941-12-14,Реабілітолог,хутір Очаків,"вулиця Аеропортівський 2-й, буд. 1 кв. 002, Зіньків, 40664",+380 60 801 96 62,zlatoslava80@example.org
Єресько,Соломон,Павлович,Чоловіча,1972-03-25,Електрослюсар,селище Першотравенськ,"шосе Садиковська, буд. 102 кв. 62, Рахів, 07405",+380 16 656 13 87,ivanchenkoteodor@example.org
Шелест,Віталій,Володимирович,Чоловіча,1954-08-13,Бухгалтер,місто Добропілля,"проспект Економічний, буд. 5, Дружківка, 75329",+380 (79) 345-16-61,zakusylodanylo@example.org
Чекалюк,Азар,Олександрович,Чоловіча,2002-02-18,Стоматолог,село Вишгород,"парк Яхненка Семена, буд. 345, Знам'янка, 81122",+380 (07) 852-92-97,ckalenychenko@example.com
Акуленко,Августин,Сергійович,Чоловіча,1939-05-12,Драматург,хутір Шепетівка,"парк 19-та Лінія, буд. 560 кв. 27, Славутич, 77660",009 464-56-80,filipenkoiustyna@example.net
Андрійович,Соломон,Сергійович,Чоловіча,1961-12-23,Провізор,селище Бахмач,"сквер Успенська, буд. 752, Рудки, 46141",+380 79 713-94-36,babakvadym@example.org
Зайченко,Юхим,Анатолійович,Чоловіча,1967-12-03,Реабілітолог,село Кропивницький,"сквер Нафтовиків 2-й, буд. 2 кв. 81, Переяслав, 09098",+380 39 436-92-07,wdzhun@example.org
Дрозд,Юхим,Олександрович,Чоловіча,1942-09-19,Нотаріус,хутір Радомишль,"провулок Дев’ята, буд. 008, Обухів, 21685",053 745 39 29,iesypenkoustym@example.org
Малик,Герман,Андрійович,Чоловіча,2000-04-11,Підприємець,селище Євпаторія,"провулок Першотравневий 3-й, буд. 121, Ізмаїл, 76914",+380 48 034 36 31,ihorhaidabura@example.com
Каденюк,Веніямин,Юрійович,Чоловіча,1952-08-28,Бізнесмен,село Білозерське,"узвіз Мазараті, буд. 559 кв. 1, Баштанка, 17896",+380 36 982-66-61,levchenkoalina@example.com
Давимука,Теодор,Сергійович,Чоловіча,1981-02-01,Педагог,село Роздільна,"узвіз Краснослобідська, буд. 931 кв. 0, Сулимівка (Слов'янськ), 30513",093 704-25-28,psymonenko@example.net
Василенко,Мартин,Михайлович,Чоловіча,1941-06-23,Громадський діяч,хутір Івано-Франківськ,"провулок Білоруська, буд. 72 кв. 151, Моршин, 97204",+380 42 522-93-24,arsen75@example.net
Скирда,Тарас,Юрійович,Чоловіча,1956-04-13,Музикант,село Нікополь,"проспект Магнітогорський 2-й, буд. 12, Заставна, 71876",613-53-67,hdashenko@example.com
Шахрай,Соломон,Юрійович,Чоловіча,2004-07-04,Прокурор,село Амвросіївка,"провулок Грецька, буд. 4, Запоріжжя, 66562",346-82-14,pylyp05@example.net
Базилевич,Ярема,Андрійович,Чоловіча,2003-03-26,Фотограф,хутір Червоноград,"шосе Суперфосфатна, буд. 65 кв. 13, Моршин, 40010",059 850 40 96,teodor01@example.com
Фастенко,Олександр,Павлович,Чоловіча,1966-05-12,Машиніст,хутір Новомосковськ,"проспект Сирітський, буд. 34, Ізюм, 48815",+380 00 128-30-87,liza95@example.net
Акименко,Богодар,Андрійович,Чоловіча,1954-04-03,Краєзнавець,місто Шумськ,"площа Ільфа і Петрова, буд. 698, Великі Мости, 56972",+380 97 644-72-53,eskyrda@example.org
Демиденко,Василь,Анатолійович,Чоловіча,1970-10-22,Локсмайстер,хутір П'ятихатки,"узвіз Академіка Воробйова, буд. 433, Жмеринка, 13756",713-80-69,aaron42@example.org
Чуйко,Мартин,Анатолійович,Чоловіча,1987-04-17,Дипломат,хутір Підгородне,"набережна Азовський, буд. 752, Стебник, 53467",005 82 54,levchenkomartyn@example.org
Гузій,Давид,Іванович,Чоловіча,1940-09-03,Каскадер,місто Берестечко,"площа Леха Качинського, буд. 80 кв. 32, Українськ, 88571",099 374-28-14,vpetryk@example.net
Вдовенко,Аарон,Андрійович,Чоловіча,1977-11-18,Етнограф,селище Шепетівка,"сквер Шовкуненка, буд. 55 кв. 19, Боково-Хрустальне, 22543",069 04 47,iryna18@example.net
Сацюк,Остап,Михайлович,Чоловіча,1972-03-20,Бухгалтер,село Монастириська,"вулиця Калинова, буд. 9, Сквира, 27560",245-89-46,zaikaedyta@example.net
Токар,Григорій,Іванович,Чоловіча,1997-05-11,Швачка,селище Борщів,"вулиця Тінистий, буд. 975 кв. 296, Борзна, 99094",+380 18 878 15 50,xvernydub@example.com
Таран,Франц,Володимирович,Чоловіча,1981-01-15,Пекар,хутір Хотин,"проспект 40-річчя оборони Одеси, буд. 4, Щолкіне, 96638",+380 54 615-02-68,hsyrotenko@example.com
Вахній,Павло,Юрійович,Чоловіча,1990-10-17,Державний службовець,хутір Малин,"шосе Морська, буд. 1 кв. 64, Переяслав, 60019",+380 76 664-30-40,jkorolenko@example.com
Козак,Аркадій,Михайлович,Чоловіча,1957-08-13,Локсмайстер,селище Оріхів,"парк Яблучна, буд. 2, Радомишль, 81031",+380 21 454 40 16,tetianazinkevych@example.com
Вдовиченко,Демʼян,Сергійович,Чоловіча,1988-07-27,Ріелтор,селище Сокиряни,"набережна Маршала Говорова, буд. 626 кв. 75, Часів Яр, 65464",346-11-65,danylosimashkevych@example.com
Гаврилишин,Стефан,Анатолійович,Чоловіча,1972-06-18,Хореограф,селище Одеса,"узвіз Уральська, буд. 025 кв. 548, Кагарлик, 96412",083-48-09,halyna77@example.net
